E; project; 2ª ETAPA DE MELHORIAS NO SIST. OPTICO DE UMA SE; vpl; 5274.58; cost; 10450
E; project; Manutenção Caixa separadora de Água e Óleo; vpl; 1333.33333333333; cost; 20000
E; project; Manutenção de Sistemas de Esgoto; vpl; 2333.33333333333; cost; 40000
E; project; Manutenção Sistema de Drenagem; vpl; 2000; cost; 38000
E; project; Melhoria Blindagem Descargas Atmosferica; vpl; 91666.6666666667; cost; 1800000
E; project; Melhorias à Proteção contra Descargas Atmosf.  em uma SE; vpl; 101007.9675; cost; 7300805
E; project; Melhorias nas Redes de Transmissão de dados da sede; vpl; 1333333.33333333; cost; 14000000
E; project; Melhorias no Sistema de tratamento de Alarmes em Centros de Controle da empresa; vpl; 76073.65; cost; 661510
E; project; Melhorias Sist de Ar Condicionado em UHE; vpl; 1666.66666666667; cost; 80000
E; project; Modern. Serv. Auxiliares de uma SE; vpl; 806.8175; cost; 21150
E; project; Modern. Serv. Auxiliares de uma SE em Jacarepaguá; vpl; 93.225; cost; 10000
E; project; Modern. Sistema de Ar Condicionado nos postos de trabalho; vpl; 18000; cost; 804000
E; project; MODERN.REDE OPTICA-US.ST.CRUZ/SE VITORIA; vpl; 3165.08333333333; cost; 51200
E; project; MODERN.SINCRONO-SE VITORIA; vpl; 8060.98166666667; cost; 170343
E; project; Moderniz. do Sistema Óptico Norte-Sul; vpl; 1250000; cost; 11000000
E; project; Modernização das Proteções de uma SE; vpl; 8177.66666666667; cost; 111220
E; project; Modernização das Proteções de uma SE em Itaberá; vpl; 10466.2366666667; cost; 313500
E; project; Modernização das Proteções de uma SE em Poços de Caldas; vpl; 13444.875; cost; 220780
E; project; MODERNIZACAO de UHE em BH; vpl; 166785.3625; cost; 22504233
E; project; MODERNIZACAO de UHE em FUNIL; vpl; 4307.9725; cost; 71575
E; project; Modernização do SINDAC  de uma SE em Ibiuna; vpl; 70518.0141666667; cost; 2500000
E; project; Modernização do Sist. Ctrl. do elo de CC entre duas SE´s; vpl; 81364.5466666667; cost; 2525000
E; project; Modernização do SIST. OPTICO - SUPERV. INFRAESTRUTURA; vpl; 6513.57416666667; cost; 495921
E; project; Modernização do SIST. OPTICO DE EQUIP. ROTA RIO/VITORIA; vpl; 3546.91666666667; cost; 94929
E; project; Modernização do SIST. OPTICO DE LT R VERDE-B.PEIXE/CORUMB; vpl; 18596.1666666667; cost; 448034
E; project; Modernização do SIST. OPTICO DE LT. CAMPOS/VITORIA 345 KV; vpl; 1979.06916666667; cost; 10000
E; project; Modernização do SIST. OPTICO DE P.CALDAS-BANCO DE BATERIA; vpl; 5179.25; cost; 51130
E; project; Modernização do SIST. OPTICO DE SIST. INTEGRADO DE GERENCIA; vpl; 4899.58333333333; cost; 83604.09
E; project; Modernização do SIST. OPTICO EM SE DE ARARAQUARA; vpl; 8438.58333333333; cost; 172932
E; project; Modernização do sistema de observabilidade e controlabilidade; vpl; 2244.72583333333; cost; 249752
E; project; MODERNIZACAO SISTEMA TELECOMUNICACOES; vpl; 500000; cost; 8100000
E; project; Reforço LT 500 kV Itaberá-Tijuco Preto I; vpl; 36547; cost; 12364789
E; project; Reforço LT 500kV Itaberá-Tijuco Preto II; vpl; 1126; cost; 2569845
E; project; Repotencialização da LT S.Cruz/Jacarepaguá (Parte I); vpl; 100; cost; 102
E; project; Repotencialização da LT Santa Cruz/Jacarepaguá (Parte II); vpl; 578; cost; 866
E; project; Reprod,. Larvicultura e Caract. Genética de Surubim Pseudoplatystoma Coruscans; vpl; 243463.099; cost; 4869261.98
E; project; Retific Canal Externo de SE; vpl; 8673.81666666667; cost; 200000
E; project; REVITALIZACAO TRAFOS de uma SE em Barreiro; vpl; 18129.72; cost; 67347
E; project; Subs Disjunt. obsoletos em uma SE de Porto Colombia; vpl; 125431.361666667; cost; 1998480
E; project; SUBST. 3 DIJUNTORES 345KV de uma SE em Itutinga; vpl; 34383.4708333333; cost; 982198
E; project; Subst. de Trafo de Corrente Alternada para CC; vpl; 1200000; cost; 4300000
E; project; Subst. de Transformadores; vpl; 11000000; cost; 18000000
E; project; Subst. do Grupo Gerador de uma SE; vpl; 13769.1666666667; cost; 260000
E; project; Substituição de DISJ. 230KV obsoletos de uma SE em Bandeirantes; vpl; 1175; cost; 6734
E; project; Substituição de DISJ. 230KV obsoletos de uma SE em Brasilia; vpl; 8060.98166666667; cost; 306734
E; project; Substituição de DISJ. 230KV obsoletos de uma SE em Cachoeira Dourada; vpl; 1003.5; cost; 56734
E; project; Substituição de Disjuntores Alta Tensão; vpl; 3500000; cost; 9000000
E; project; UTE Campos - Melhorias; vpl; 8538.75; cost; 161000.08
E; project; UTE Campos - Repotencialização; vpl; 54373.4166666667; cost; 119749.21
E; project; UTE São Gonçalo - Revitalização; vpl; 79706; cost; 145314.54
E; risk; Não renovação das concessões de Geração e Transmissão; probability; 35
E; risk; Regulação do preço de venda de energia ; probability; 34
E; risk; Orç. estrutural e de Invest. aprovados com valores subdimensionados ; probability; 45
E; risk; Ingerência Política ; probability; 47
E; risk; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; probability; 37
E; risk; Atraso na obtenção de licenças / autorizações ambientais ; probability; 36
E; risk; Falha no acompanhamento das mudanças da legislação de interesse da empresa; probability; 52
E; risk; Falta de renovação e recomposição da força de trabalho ; probability; 49
E; risk; Cenários internos não alinhados com o planejamento estratégico; probability; 37
E; risk; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; probability; 46
R; affects; Orç. estrutural e de Invest. aprovados com valores subdimensionados ; Subs Disjunt. obsoletos em uma SE de Porto Colombia; impact; -29977.249962
R; affects; Orç. estrutural e de Invest. aprovados com valores subdimensionados ; SUBST. 3 DIJUNTORES 345KV de uma SE em Itutinga; impact; -14732.99455495
R; affects; Orç. estrutural e de Invest. aprovados com valores subdimensionados ; Subst. de Trafo de Corrente Alternada para CC; impact; -64500.1075
R; affects; Orç. estrutural e de Invest. aprovados com valores subdimensionados ; Subst. de Transformadores; impact; -270000.45
R; affects; Orç. estrutural e de Invest. aprovados com valores subdimensionados ; Subst. do Grupo Gerador de uma SE; impact; -3900.0065
R; affects; Orç. estrutural e de Invest. aprovados com valores subdimensionados ; Substituição de DISJ. 230KV obsoletos de uma SE em Bandeirantes; impact; -101.01016835
R; affects; Orç. estrutural e de Invest. aprovados com valores subdimensionados ; Substituição de DISJ. 230KV obsoletos de uma SE em Brasilia; impact; -4601.01766835
R; affects; Orç. estrutural e de Invest. aprovados com valores subdimensionados ; Substituição de DISJ. 230KV obsoletos de uma SE em Cachoeira Dourada; impact; -851.01141835
R; affects; Orç. estrutural e de Invest. aprovados com valores subdimensionados ; Substituição de Disjuntores Alta Tensão; impact; -135000.225
R; affects; Orç. estrutural e de Invest. aprovados com valores subdimensionados ; UTE Campos - Melhorias; impact; -2415.005225002
R; affects; Orç. estrutural e de Invest. aprovados com valores subdimensionados ; UTE Campos - Repotencialização; impact; -1796.24114373025
R; affects; Orç. estrutural e de Invest. aprovados com valores subdimensionados ; UTE São Gonçalo - Revitalização; impact; -2179.7217328635
R; affects; Ingerência Política ; 2ª ETAPA DE MELHORIAS NO SIST. OPTICO DE UMA SE; impact; -104.5
R; affects; Ingerência Política ; Manutenção Caixa separadora de Água e Óleo; impact; -200
R; affects; Ingerência Política ; Manutenção de Sistemas de Esgoto; impact; -400
R; affects; Ingerência Política ; Manutenção Sistema de Drenagem; impact; -380
R; affects; Ingerência Política ; Melhoria Blindagem Descargas Atmosferica; impact; -18000
R; affects; Ingerência Política ; Melhorias à Proteção contra Descargas Atmosf.  em uma SE; impact; -73008.05
R; affects; Ingerência Política ; Melhorias nas Redes de Transmissão de dados da sede; impact; -140000
R; affects; Ingerência Política ; Melhorias no Sistema de tratamento de Alarmes em Centros de Controle da empresa; impact; -6615.1
R; affects; Ingerência Política ; Melhorias Sist de Ar Condicionado em UHE; impact; -800
R; affects; Ingerência Política ; Modern. Serv. Auxiliares de uma SE; impact; -211.5
R; affects; Ingerência Política ; Modern. Serv. Auxiliares de uma SE em Jacarepaguá; impact; -100
R; affects; Ingerência Política ; Modern. Sistema de Ar Condicionado nos postos de trabalho; impact; -8040
R; affects; Ingerência Política ; MODERN.REDE OPTICA-US.ST.CRUZ/SE VITORIA; impact; -512
R; affects; Ingerência Política ; MODERN.SINCRONO-SE VITORIA; impact; -1703.43
R; affects; Ingerência Política ; Moderniz. do Sistema Óptico Norte-Sul; impact; -110000
R; affects; Ingerência Política ; Modernização das Proteções de uma SE; impact; -1112.2
R; affects; Ingerência Política ; Modernização das Proteções de uma SE em Itaberá; impact; -3135
R; affects; Ingerência Política ; Modernização das Proteções de uma SE em Poços de Caldas; impact; -2207.8
R; affects; Ingerência Política ; MODERNIZACAO de UHE em BH; impact; -225042.33
R; affects; Ingerência Política ; MODERNIZACAO de UHE em FUNIL; impact; -715.75
R; affects; Ingerência Política ; Modernização do SINDAC  de uma SE em Ibiuna; impact; -25000
R; affects; Ingerência Política ; Modernização do Sist. Ctrl. do elo de CC entre duas SE´s; impact; -25250
R; affects; Ingerência Política ; Modernização do SIST. OPTICO - SUPERV. INFRAESTRUTURA; impact; -4959.21
R; affects; Ingerência Política ; Modernização do SIST. OPTICO DE EQUIP. ROTA RIO/VITORIA; impact; -949.29
R; affects; Ingerência Política ; Modernização do SIST. OPTICO DE LT R VERDE-B.PEIXE/CORUMB; impact; -4480.34
R; affects; Ingerência Política ; Modernização do SIST. OPTICO DE LT. CAMPOS/VITORIA 345 KV; impact; -100
R; affects; Ingerência Política ; Modernização do SIST. OPTICO DE P.CALDAS-BANCO DE BATERIA; impact; -511.3
R; affects; Ingerência Política ; Modernização do SIST. OPTICO DE SIST. INTEGRADO DE GERENCIA; impact; -836.0409
R; affects; Ingerência Política ; Modernização do SIST. OPTICO EM SE DE ARARAQUARA; impact; -1729.32
R; affects; Ingerência Política ; Modernização do sistema de observabilidade e controlabilidade; impact; -2497.52
R; affects; Ingerência Política ; MODERNIZACAO SISTEMA TELECOMUNICACOES; impact; -81000
R; affects; Ingerência Política ; Reforço LT 500 kV Itaberá-Tijuco Preto I; impact; -123647.89
R; affects; Ingerência Política ; Reforço LT 500kV Itaberá-Tijuco Preto II; impact; -25698.45
R; affects; Ingerência Política ; Repotencialização da LT S.Cruz/Jacarepaguá (Parte I); impact; -1.02
R; affects; Ingerência Política ; Repotencialização da LT Santa Cruz/Jacarepaguá (Parte II); impact; -8.66
R; affects; Ingerência Política ; Reprod,. Larvicultura e Caract. Genética de Surubim Pseudoplatystoma Coruscans; impact; -48692.6198
R; affects; Ingerência Política ; Retific Canal Externo de SE; impact; -2000
R; affects; Ingerência Política ; REVITALIZACAO TRAFOS de uma SE em Barreiro; impact; -673.47
R; affects; Ingerência Política ; Subs Disjunt. obsoletos em uma SE de Porto Colombia; impact; -19984.8
R; affects; Ingerência Política ; SUBST. 3 DIJUNTORES 345KV de uma SE em Itutinga; impact; -9821.98
R; affects; Ingerência Política ; Subst. de Trafo de Corrente Alternada para CC; impact; -43000
R; affects; Ingerência Política ; Subst. de Transformadores; impact; -180000
R; affects; Ingerência Política ; Subst. do Grupo Gerador de uma SE; impact; -2600
R; affects; Ingerência Política ; Substituição de DISJ. 230KV obsoletos de uma SE em Bandeirantes; impact; -67.34
R; affects; Ingerência Política ; Substituição de DISJ. 230KV obsoletos de uma SE em Brasilia; impact; -3067.34
R; affects; Ingerência Política ; Substituição de DISJ. 230KV obsoletos de uma SE em Cachoeira Dourada; impact; -567.34
R; affects; Ingerência Política ; Substituição de Disjuntores Alta Tensão; impact; -90000
R; affects; Ingerência Política ; UTE Campos - Melhorias; impact; -1610.0008
R; affects; Ingerência Política ; UTE Campos - Repotencialização; impact; -1197.4921
R; affects; Ingerência Política ; UTE São Gonçalo - Revitalização; impact; -1453.1454
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; 2ª ETAPA DE MELHORIAS NO SIST. OPTICO DE UMA SE; impact; -95.095
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Manutenção Caixa separadora de Água e Óleo; impact; -182
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Manutenção de Sistemas de Esgoto; impact; -364
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Manutenção Sistema de Drenagem; impact; -345.8
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Melhoria Blindagem Descargas Atmosferica; impact; -16380
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Melhorias à Proteção contra Descargas Atmosf.  em uma SE; impact; -66437.3255
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Melhorias nas Redes de Transmissão de dados da sede; impact; -127400
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Melhorias no Sistema de tratamento de Alarmes em Centros de Controle da empresa; impact; -6019.741
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Melhorias Sist de Ar Condicionado em UHE; impact; -728
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Modern. Serv. Auxiliares de uma SE; impact; -192.465
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Modern. Serv. Auxiliares de uma SE em Jacarepaguá; impact; -91
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Modern. Sistema de Ar Condicionado nos postos de trabalho; impact; -7316.4
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; MODERN.REDE OPTICA-US.ST.CRUZ/SE VITORIA; impact; -465.92
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; MODERN.SINCRONO-SE VITORIA; impact; -1550.1213
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Moderniz. do Sistema Óptico Norte-Sul; impact; -100100
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Modernização das Proteções de uma SE; impact; -1012.102
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Modernização das Proteções de uma SE em Itaberá; impact; -2852.85
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Modernização das Proteções de uma SE em Poços de Caldas; impact; -2009.098
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; MODERNIZACAO de UHE em BH; impact; -204788.5203
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; MODERNIZACAO de UHE em FUNIL; impact; -651.3325
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Modernização do SINDAC  de uma SE em Ibiuna; impact; -22750
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Modernização do Sist. Ctrl. do elo de CC entre duas SE´s; impact; -22977.5
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Modernização do SIST. OPTICO - SUPERV. INFRAESTRUTURA; impact; -4512.8811
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Modernização do SIST. OPTICO DE EQUIP. ROTA RIO/VITORIA; impact; -863.8539
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Modernização do SIST. OPTICO DE LT R VERDE-B.PEIXE/CORUMB; impact; -4077.1094
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Modernização do SIST. OPTICO DE LT. CAMPOS/VITORIA 345 KV; impact; -91
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Modernização do SIST. OPTICO DE P.CALDAS-BANCO DE BATERIA; impact; -465.283
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Modernização do SIST. OPTICO DE SIST. INTEGRADO DE GERENCIA; impact; -760.797219
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Modernização do SIST. OPTICO EM SE DE ARARAQUARA; impact; -1573.6812
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Modernização do sistema de observabilidade e controlabilidade; impact; -2272.7432
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; MODERNIZACAO SISTEMA TELECOMUNICACOES; impact; -73710
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Reforço LT 500 kV Itaberá-Tijuco Preto I; impact; -112519.5799
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Reforço LT 500kV Itaberá-Tijuco Preto II; impact; -23385.5895
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Repotencialização da LT S.Cruz/Jacarepaguá (Parte I); impact; -0.9282
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Repotencialização da LT Santa Cruz/Jacarepaguá (Parte II); impact; -7.8806
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Reprod,. Larvicultura e Caract. Genética de Surubim Pseudoplatystoma Coruscans; impact; -44310.284018
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Retific Canal Externo de SE; impact; -1820
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; REVITALIZACAO TRAFOS de uma SE em Barreiro; impact; -612.8577
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Subs Disjunt. obsoletos em uma SE de Porto Colombia; impact; -18186.168
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; SUBST. 3 DIJUNTORES 345KV de uma SE em Itutinga; impact; -8938.0018
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Subst. de Trafo de Corrente Alternada para CC; impact; -39130
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Subst. de Transformadores; impact; -163800
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Subst. do Grupo Gerador de uma SE; impact; -2366
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Substituição de DISJ. 230KV obsoletos de uma SE em Bandeirantes; impact; -61.2794
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Substituição de DISJ. 230KV obsoletos de uma SE em Brasilia; impact; -2791.2794
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Substituição de DISJ. 230KV obsoletos de uma SE em Cachoeira Dourada; impact; -516.2794
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; Substituição de Disjuntores Alta Tensão; impact; -81900
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; UTE Campos - Melhorias; impact; -1465.100728
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; UTE Campos - Repotencialização; impact; -1089.717811
R; affects; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; UTE São Gonçalo - Revitalização; impact; -1322.362314
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; 2ª ETAPA DE MELHORIAS NO SIST. OPTICO DE UMA SE; impact; -84.1225
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Manutenção Caixa separadora de Água e Óleo; impact; -161
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Manutenção de Sistemas de Esgoto; impact; -322
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Manutenção Sistema de Drenagem; impact; -305.9
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Melhoria Blindagem Descargas Atmosferica; impact; -14490
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Melhorias à Proteção contra Descargas Atmosf.  em uma SE; impact; -58771.48025
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Melhorias nas Redes de Transmissão de dados da sede; impact; -112700
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Melhorias no Sistema de tratamento de Alarmes em Centros de Controle da empresa; impact; -5325.1555
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Melhorias Sist de Ar Condicionado em UHE; impact; -644
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Modern. Serv. Auxiliares de uma SE; impact; -170.2575
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Modern. Serv. Auxiliares de uma SE em Jacarepaguá; impact; -80.5
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Modern. Sistema de Ar Condicionado nos postos de trabalho; impact; -6472.2
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; MODERN.REDE OPTICA-US.ST.CRUZ/SE VITORIA; impact; -412.16
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; MODERN.SINCRONO-SE VITORIA; impact; -1371.26115
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Moderniz. do Sistema Óptico Norte-Sul; impact; -88550
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Modernização das Proteções de uma SE; impact; -895.321
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Modernização das Proteções de uma SE em Itaberá; impact; -2523.675
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Modernização das Proteções de uma SE em Poços de Caldas; impact; -1777.279
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; MODERNIZACAO de UHE em BH; impact; -181159.07565
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; MODERNIZACAO de UHE em FUNIL; impact; -576.17875
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Modernização do SINDAC  de uma SE em Ibiuna; impact; -20125
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Modernização do Sist. Ctrl. do elo de CC entre duas SE´s; impact; -20326.25
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Modernização do SIST. OPTICO - SUPERV. INFRAESTRUTURA; impact; -3992.16405
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Modernização do SIST. OPTICO DE EQUIP. ROTA RIO/VITORIA; impact; -764.17845
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Modernização do SIST. OPTICO DE LT R VERDE-B.PEIXE/CORUMB; impact; -3606.6737
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Modernização do SIST. OPTICO DE LT. CAMPOS/VITORIA 345 KV; impact; -80.5
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Modernização do SIST. OPTICO DE P.CALDAS-BANCO DE BATERIA; impact; -411.5965
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Modernização do SIST. OPTICO DE SIST. INTEGRADO DE GERENCIA; impact; -673.0129245
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Modernização do SIST. OPTICO EM SE DE ARARAQUARA; impact; -1392.1026
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Modernização do sistema de observabilidade e controlabilidade; impact; -2010.5036
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; MODERNIZACAO SISTEMA TELECOMUNICACOES; impact; -65205
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Reforço LT 500 kV Itaberá-Tijuco Preto I; impact; -99536.55145
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Reforço LT 500kV Itaberá-Tijuco Preto II; impact; -20687.25225
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Repotencialização da LT S.Cruz/Jacarepaguá (Parte I); impact; -0.8211
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Repotencialização da LT Santa Cruz/Jacarepaguá (Parte II); impact; -6.9713
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Reprod,. Larvicultura e Caract. Genética de Surubim Pseudoplatystoma Coruscans; impact; -39197.558939
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Retific Canal Externo de SE; impact; -1610
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; REVITALIZACAO TRAFOS de uma SE em Barreiro; impact; -542.14335
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Subs Disjunt. obsoletos em uma SE de Porto Colombia; impact; -16087.764
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; SUBST. 3 DIJUNTORES 345KV de uma SE em Itutinga; impact; -7906.6939
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Subst. de Trafo de Corrente Alternada para CC; impact; -34615
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Subst. de Transformadores; impact; -144900
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Subst. do Grupo Gerador de uma SE; impact; -2093
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Substituição de DISJ. 230KV obsoletos de uma SE em Bandeirantes; impact; -54.2087
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Substituição de DISJ. 230KV obsoletos de uma SE em Brasilia; impact; -2469.2087
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Substituição de DISJ. 230KV obsoletos de uma SE em Cachoeira Dourada; impact; -456.7087
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; Substituição de Disjuntores Alta Tensão; impact; -72450
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; UTE Campos - Melhorias; impact; -1296.050644
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; UTE Campos - Repotencialização; impact; -963.9811405
R; affects; Atraso na obtenção de licenças / autorizações ambientais ; UTE São Gonçalo - Revitalização; impact; -1169.782047
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; 2ª ETAPA DE MELHORIAS NO SIST. OPTICO DE UMA SE; impact; -26.125
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Manutenção Caixa separadora de Água e Óleo; impact; -50
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Manutenção de Sistemas de Esgoto; impact; -100
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Manutenção Sistema de Drenagem; impact; -95
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Melhoria Blindagem Descargas Atmosferica; impact; -4500
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Melhorias à Proteção contra Descargas Atmosf.  em uma SE; impact; -18252.0125
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Melhorias nas Redes de Transmissão de dados da sede; impact; -35000
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Melhorias no Sistema de tratamento de Alarmes em Centros de Controle da empresa; impact; -1653.775
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Melhorias Sist de Ar Condicionado em UHE; impact; -200
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Modern. Serv. Auxiliares de uma SE; impact; -52.875
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Modern. Serv. Auxiliares de uma SE em Jacarepaguá; impact; -25
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Modern. Sistema de Ar Condicionado nos postos de trabalho; impact; -2010
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; MODERN.REDE OPTICA-US.ST.CRUZ/SE VITORIA; impact; -128
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; MODERN.SINCRONO-SE VITORIA; impact; -425.8575
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Moderniz. do Sistema Óptico Norte-Sul; impact; -27500
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Modernização das Proteções de uma SE; impact; -278.05
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Modernização das Proteções de uma SE em Itaberá; impact; -783.75
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Modernização das Proteções de uma SE em Poços de Caldas; impact; -551.95
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; MODERNIZACAO de UHE em BH; impact; -56260.5825
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; MODERNIZACAO de UHE em FUNIL; impact; -178.9375
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Modernização do SINDAC  de uma SE em Ibiuna; impact; -6250
